14209739,375
2292433,712
1495762,387
305877,1266
195286,1005
33495,1474
957145,629
2890459,656
4152029,412
4830,1547
293601,598
129766,1270
711399,987
217833,738
285418,980
135915,789
1678061,890
348910,429
1231599,555
9546481,327
1739507,646
97014,1039
1508087,1355
1663739,577
264957,926
578305,591
252681,1301
262922,1083
336651,722
9325327,490
49938,689
488215,1003
76570,1307
437019,754
62238,742
1325858,409
226083,1321
9104173,496
3230513,641
670514,456
209715,600
207669,1219
13110,1512
170810,1191
899899,1208
4614973,943
3244863,337
1592129,1162
183106,683
1110854,529
189255,928
1774409,901
217930,898
111435,1490
531278,565
574287,630
2507601,380
1039186,613
7351123,830
1504085,626
35670,690
236379,1426
164703,1275
6095713,936
56166,1070
346983,592
3959657,691
1360749,419
148335,1221
316274,652
3887989,526
45942,1308
951159,444
7082873,371
136059,1310
705405,364
76670,796
707455,665
541569,462
762755,894
109446,998
295815,474
820105,916
88970,604
299915,772
117645,1277
21390,1283
1471379,1026
1569685,559
101270,770
150423,1429
1074073,999
609178,696
35742,1073
2419615,394
97185,1312
93093,1340
693158,968
86955,1332
1164205,845
8145839,502
338865,653
465842,701
1518517,467
23184311,324
771001,1289
25530,1074
394174,705
66495,1342
1708993,1075
289731,1481
48070,1507
658378,363
1450955,870
975821,1364
9442259,523
3314645,407
166870,481
3910621,620
46046,1535
179170,710
375782,1186
11897831,334
7703531,497
107502,711
713713,1264
363506,590
324597,676
44022,1404
1676285,454
44030,1127
2032639,1174
31746,1135
672771,976
2788357,900
246790,961
1569799,974
429065,731
1143818,392
2915341,969
979982,436
1924111,1021
3812369,964
408595,1484
72726,1263
5157911,937
488474,427
1659931,985
160797,1304
6951967,825
474145,1243
795685,1046
416806,716
881705,718
48174,933
87087,1465
298034,1242
1313845,658
185402,758
2243643,386
226366,1036
179265,1087
9282,1589
1328195,563
1834053,355
533577,1032
6460493,530
187473,1495
13398,1476
4121689,437
257114,1211
2827355,833
85085,7
54366,791
605283,447
523365,428
154734,466
74865,1280
453747,582
33915,1563
220286,1292
140415,1068
4756609,836
1258629,946
312455,1494
1152141,639
203918,1267
20550799,331
580754,1177
195734,599
474266,988
1418395,458
2245789,949
124062,1171
4279457,353
70818,1014
1103011,1250
1008805,446
967846,396
527527,1319
466089,1078
224434,723
1023155,545
437437,1493
150722,1322
2426053,965
449735,1111
175305,1215
138446,1220
273615,996
111826,1516
703703,1090
1985753,457
13530,815
5934299,491
85215,1500
525538,660
2561251,841
1666281,528
109802,1276
1920235,638
161007,793
38130,606
1148147,915
376142,1044
10010,1596
61845,1315
507129,567
634106,445
441595,925
5610,1594
6724861,352
470270,365
7854,1593
13090,1592
1522945,694
154882,1061
19635,1591
15470,1588
14586,1586
58630,806
289478,1168
36465,1584
34034,1583
51051,1582
89355,1071
3990,1581
8778,1579
118030,1013
421135,1300
42978,1433
7410,1576
10374,1575
17290,1574
25935,1573
16302,1572
64790,1313
27170,1571
629629,1110
1379609,702
38038,1569
115995,1103
57057,1568
95095,1567
144670,1053
9690,1566
13566,1565
21318,1562
35530,1561
3194147,1173
53295,1560
49742,1559
175398,550
74613,1558
393965,1425
25194,1556
44330,1343
824619,1023
41990,1555
728365,753
17710,1544
62985,1554
58786,1553
88179,1552
103730,741
902451,627
146965,1551
5270837,508
92378,1550
138567,1549
230945,1548
140998,1447
328042,918
7292219,405
8970,1542
1072445,906
46398,1105
12558,1541
20930,1540
31395,1539
19734,1538
69069,1534
115115,1533
11730,1532
16422,1531
7220551,524
27370,1530
2688329,637
41055,1529
42315,1345
25806,1528
43010,1527
132430,760
2608463,984
64515,1526
60214,1525
90321,1524
150535,1523
30498,1522
50830,1521
76245,1520
2442583,1178
76038,1373
106743,1518
566618,889
177905,1517
167739,1515
279565,1514
391391,1513
18354,1511
30590,1510
1416545,887
9570,1477
45885,1509
107338,794
100947,1504
75110,1016
8521063,851
34086,1502
5408105,336
497002,649
2295147,821
56810,1501
189805,1454
165230,595
3116399,885
79534,1499
119301,1498
198835,1497
124982,1496
44574,1492
11130229,370
74290,1491
1140087,539
104006,1489
1039737,967
89466,924
156009,1488
962481,951
4816253,879
260338,1288
224315,1448
193154,1482
310155,1169
269698,730
3282307,938
1501423,905
22330,1475
355718,1033
4179335,379
11310,1473
3089801,572
28014,1407
6516107,852
26390,1471
41470,1468
255374,995
62205,1467
145145,1464
14790,1463
167314,1086
1111443,883
20706,1462
667029,663
34510,1461
32538,1459
54230,1458
8215961,824
81345,1457
75922,1456
113883,1455
591261,704
38454,1453
845215,566
64090,1452
96135,1451
302498,583
89726,1450
250705,1428
245157,1485
7590,1546
211497,1446
352495,1445
493493,1444
93610,1069
374187,1381
16530,1443
2622893,438
839086,947
2162095,838
38570,1441
413105,1009
57855,1440
2395835,510
60610,1438
11615669,340
90915,1437
84854,1436
212135,1434
21945,1577
71630,1432
107445,1431
100282,1430
134589,1449
32190,1018
939455,1184
157586,1427
4238785,492
15810,1338
124355,1557
551551,1424
933317,1254
1598918,351
56202,1423
93670,1422
140505,1421
131138,1420
1062347,5
196707,1419
226765,1309
206074,1417
309111,1416
515185,1415
243542,1413
122322,983
1234387,717
365313,1412
4091349,329
608855,1411
902615,461
1339481,1409
34782,1334
15834,1472
46690,1406
472719,1252
908765,588
615902,399
86710,1397
102718,1401
73185,798
256795,1399
638435,993
52026,1398
1621477,1374
288230,450
110055,1402
130065,1396
182091,1394
292330,549
303485,1393
286143,1391
476905,1390
68034,1388
113390,1387
158746,1385
238119,1384
3570,1595
286195,1114
249458,1382
623645,1380
294814,1378
442221,1377
737035,1376
284487,1244
71162,1519
126730,1372
190095,1371
177422,1370
144894,571
203870,982
443555,1368
697015,1365
329498,1363
779779,762
494247,1362
613893,546
823745,1361
1881607,1158
1153243,1360
370185,960
1164605,699
2956811,1157
430882,1358
646323,1357
36366,1439
1715727,391
6510,1353
14061073,333
77330,1104
1551891,359
172938,451
1469973,435
32718,780
128535,775
23870,1350
3958297,832
35805,1349
162393,1101
28210,1346
460317,1001
239134,1189
1297257,839
155155,1339
1357345,954
601634,628
4003363,389
22134,1337
3501605,499
36890,1336
1404455,574
55335,1335
650793,469
20010,1408
81158,1331
121737,1330
554001,874
202895,1329
41106,1328
68510,1327
3429937,433
282162,366
102765,1326
305102,896
159285,483
118326,476
1895991,828
239785,1323
5830201,858
561782,576
18942,814
376805,1320
9194537,377
17670,1318
24738,1317
41230,1316
396865,1383
1222702,356
5715523,609
1242505,647
482885,1480
69190,1124
257439,732
1900283,953
5596213,348
222794,765
2197559,558
8833081,607
5389901,432
2838143,513
273470,633
404547,729
3387461,393
267995,1303
177045,1012
3159985,827
871131,1176
216070,585
278103,757
2597965,611
196185,684
7770,1144
60078,1298
100130,1297
3825245,820
150195,1296
10866271,376
140182,1295
210273,1294
740962,884
4992611,635
340054,674
2055781,642
587366,645
256215,1190
6892633,503
851037,459
34410,934
768094,640
54834,1099
6818915,328
163438,1486
3997295,349
390507,1287
1900145,538
767602,424
120435,931
650845,1286
911183,1285
15990,811
1431859,1284
1893749,747
29946,1282
439930,401
49910,1281
100122,482
745085,1240
276094,473
4933247,859
3056755,354
1205113,748
263810,877
697697,782
92690,1272
292485,912
139035,1271
324415,1268
2242385,861
23370,781
10392967,346
121210,1262
53382,605
1404557,989
2727566,330
2686607,421
181815,1261
1316497,1041
169694,1260
254541,1259
424235,1258
126170,929
48790,799
666655,1255
1787026,345
2750041,1147
73370,1403
17729179,325
787865,1251
521885,919
189658,1245
2132123,693
81282,1248
11269793,403
790685,650
1111715,662
119966,774
2460563,1153
203205,1246
2543271,493
627874,561
1031849,1375
95914,1325
1539755,397
518259,958
479446,893
409262,547
698763,700
457765,681
625209,715
1232777,1235
245427,1213
690897,1232
1151495,1231
179894,1113
1612093,1230
2506195,855
26970,1227
85690,776
212667,767
37758,1226
62930,1225
306878,1002
3478727,532
103785,1123
409045,1212
208754,921
2023678,374
850135,672
171717,1115
433862,470
923335,873
91698,1207
6524617,411
444106,1182
475354,580
152830,1206
229245,1205
106190,484
317135,786
213962,1204
320943,1203
534905,1202
274659,682
336226,1201
504339,1200
840565,1199
1176791,1198
1084655,468
15189721,339
164082,634
2680539,344
3354169,509
14535931,2
122590,735
2993887,1228
358701,1188
642785,1209
67298,1505
2100963,500
1253206,507
54530,779
130790,685
564213,1043
1028859,867
2031337,869
20202,1138
1267435,902
666159,1181
179949,773
83694,1008
1406703,940
1554371,1179
1779441,414
41514,1125
941811,560
250305,480
206770,1170
24310,1585
4640503,406
723695,1166
1451769,395
732711,426
323323,6
83230,688
641654,952
46002,797
537602,1161
806403,1160
1879809,506
703018,1156
1054527,1155
474411,651
1757545,1154
1190189,671
3866599,1152
785726,1150
1178589,1149
315146,1253
3139339,860
5107219,1145
3739405,385
197210,475
1812239,1359
28490,1141
42735,1140
540995,675
386835,464
33670,1137
589589,1299
263958,402
50505,1136
52910,1134
79365,1133
1695514,494
4075291,880
216398,677
165242,1011
185185,1130
122655,1117
457653,895
269841,1112
163618,1214
60762,771
96866,1122
145299,1121
242165,1120
92742,680
1034594,360
376257,707
202538,1051
313131,920
13005833,816
4902247,498
114478,1116
2346799,453
2219371,442
584045,477
26418,1128
40755,1570
29526,1108
1645945,361
460598,1233
135546,655
516477,750
108262,1102
12090,1348
550715,1290
91390,1098
1437501,511
3026933,837
1019711,752
127946,1096
191919,1095
1400642,501
502645,1091
202130,669
1937221,1234
145222,739
943943,727
3687827,452
190281,787
821066,556
597835,1187
119510,1088
6754709,608
250971,1085
5355343,819
889295,1031
1290065,517
241490,570
788307,659
394383,1082
1245013,1030
749398,441
713545,978
8610,10
310726,1079
4386221,504
1216347,515
20910,801
987567,362
81795,778
11905457,495
99138,596
31367009,1
257890,465
509795,1265
1777555,622
66378,1064
165945,1062
1113959,1045
232323,1060
121278,670
81770,1118
2660203,537
243386,1058
1451885,1175
365079,1057
1003255,990
86802,1054
217005,1052
22386,810
339549,1035
318274,1048
2586485,358
6006,1597
489335,597
161690,1038
4989413,416
242535,1037
420394,1029
630591,1028
137085,1097
958334,512
549746,1024
1374365,1022
1185665,986
3023603,1020
8226691,383
3573349,1019
4224517,636
126854,788
409479,910
139490,1007
87945,805
382858,631
851851,1055
767195,1000
424473,666
305805,981
601953,991
199578,850
1859473,562
810898,516
7571347,335
1066533,623
266133,1369
401302,992
774039,518
498945,848
657305,1081
231322,593
1121285,975
1671734,381
6290999,388
907166,420
3637151,610
530062,973
1855217,970
240465,724
937802,941
148074,962
2484805,533
49062,1119
345506,959
863765,957
2533289,1229
183885,734
880555,1236
814407,955
124845,687
83886,602
260015,1487
1873495,439
1556401,661
12210,1143
1042015,714
79458,761
552885,520
75702,930
4505527,963
171626,733
556985,763
516026,519
2344505,939
13153907,369
5851069,378
860795,749
28290,746
149110,923
8794049,347
37310,809
1490883,534
78474,686
26565,1543
59334,1223
272986,911
428978,908
55965,808
6090,1478
155595,740
506974,904
528333,1237
368590,521
3350479,692
130758,899
326895,897
47058,1279
327635,1065
39606,745
1077205,1356
1852405,882
580382,872
685906,868
896954,863
38874,1314
1345431,862
1002478,857
332630,849
352222,1238
465682,847
2027245,514
2936801,944
221154,522
1097679,843
362235,569
196581,1066
26598,1344
2312167,1025
1124097,440
6220181,831
2267915,418
10743949,823
31570,813
47355,812
131054,1067
3133015,505
8618077,404
5336929,551
14322,1351
4467565,343
16107383,487
198645,759
10230,1352
73554,736
96186,726
561085,721
250838,708
842673,575
154570,679
2800733,4
1468415,643
6254591,342
5783557,2836
57350,5589
32775,5694
11386889,2754
24240143,3988
647185,3536
614422,4504
1015835,4728
827421,3816
745503,6511
1032226,3671
8228,3255
7888933,2517
16422,7394
1761319,4462
434217,7030
655402,1801
16428,2720
85147693,179
131118,3535
2777135,6390
48,166
48037937,16
1548339,3670
1818677,4750
24633,5918
49210,6970
20922427,3603
65596,3009
3170366,1647
983103,1800
24642,2709
196677,2584
21946439,3566
72,322
9035849,4306
24650,5679
80,165
2359379,5144
2580565,3669
73815,6969
21209177,3331
98394,4341
8699995,3553
98397,2914
41055,7392
5644387,3621
188518,5125
401511,1932
3424361,83
108,310
5824621,3876
41070,3765
9896047,2497
112,164
327795,3533
3612791,3668
120,2467
32890,7400
155771,3124
4219007,4528
1433729,3106
57475,3232
8325,3294
147591,2998
98441,119
8330,5514
3702923,4067
3621005,2630
2203791,3467
106641,3139
41106,7191
1933459,2879
163990,4340
57498,3764
163995,4193
1966237,6436
917662,4444
458913,3531
24738,7180
295075,5594
327845,7281
65702,4632
114855,7169
168,2466
3276971,2036
8364,6010
7979183,2746
176,163
16562,3182
180,3325
49335,7399
32955,2135
98494,2158
16575,5728
581825,2693
41154,2005
4358341,4870
3973319,4274
200,321
28713161,3382
4153546,1686
172235,5388
16588,6120
1605837,3693
208,162
262353,3971
229586,4338
131285,5216
3621079,6220
229593,4191
475354,6443
336091,235
6709469,2657
8415,5951
245985,4339
139490,6870
3047653,2556
2965735,6276
3137771,4027
73964,2596
1376493,4443
1630447,6561
16625,2318
90354,3761
418035,3899
8436,6050
1302775,2568
2760953,2770
147706,5035
663803,5414
252,3324
721149,3528
1114366,1735
5161217,2846
8450,3193
264,2464
6725897,240
24843,3181
1368334,3374
272,161
4260113,1793
13590803,4646
1687829,5153
278806,7230
280,2465
917785,5093
876826,4655
598299,4358
147741,2157
106782,3755
4309279,4704
8773921,3661
401698,3944
852267,2543
300,3314
41262,4415
622895,3750
304,160
1433905,4113
24882,7332
5538101,2933
729399,3922
312,2461
16698,5270
344379,4337
115005,6658
1515839,1985
9806147,3655
713031,6442
4710729,1695
360778,4335
6930763,3401
8526,5469
1655121,3634
65875,2294
360789,4188
74074,6995
16731,3201
213342,3865
336226,7064
639331,4601
5570917,1788
491878,4724
3268967,2867
156009,7351
328042,6781
721259,7277
8556,6080
1843565,4243
368,159
983411,2958
508277,5336
139638,3745
409975,2987
319865,6957
378,2400
1040763,2752
303485,7256
8575,284
10682755,1628
5898629,2547
426374,4331
11870599,3648
8584,2414
33530251,3767
396,3323
6226319,1782
2343314,1660
426387,2873
405,153
3817879,4886
408,2457
98716,6030
377245,1997
2400671,6728
418209,7229
156066,3730
420,6185
8613,2370
131495,4850
1024426,3810
115115,7396
852397,7273
98735,5433
8625,2313
106930,4744
1999283,5100
25012,3206
1245621,3499
65975,5681
440,2463
6791609,2666
246202,4555
33212,3088
41405,3180
1130942,6698
2048449,4975
450,3303
456,2452
49610,5139
464,158
30663121,3338
729554,3422
696787,4983
468,3322
795093,6835
25047,3242
1196506,3688
246235,2156
8670,4865
5235167,6247
7537123,1775
4989413,6279
2073065,1856
197098,4775
9781739,2507
14967277,2616
541167,4334
496,157
66033,5885
82418,2896
500,298
7971317,6798
385526,4788
188922,3709
33275,272
66045,6989
41470,7331
17023487,1649
172546,5200
23437829,205
520,2460
16905,5488
33292,5990
320013,2810
15999503,3604
1507857,3478
26280467,3776
41492,5996
590359,5127
1196569,2159
147994,3978
16926,7210
492063,6780
1188385,6441
139810,6464
2449955,6297
8740,6134
9945637,6680
6832679,3614
552,2446
3211817,4441
2163242,6201
66092,5980
320045,2971
33327,3004
1114673,4791
74290,7354
2097715,6808
1671734,6244
567,152
107065,5473
623162,4320
1221185,6288
229957,3057
33350,5668
49735,2239
639561,4330
98890,7085
1483339,5115
588,3292
66125,291
49742,7422
2769487,2651
592,156
594,2398
8788,262
361046,6326
16983,2351
4940377,4877
82522,2167
3514971,1659
115292,5969
410205,6495
3531359,4150
9503329,1767
541282,3486
737891,2684
612,3321
959077,2975
41574,4920
1049191,5224
616,2462
25194,7419
57967,282
5972593,3491
57970,7196
1245811,4571
19096181,1700
630,5965
2785915,1733
17020,6043
238206,3681
27566719,2502
1786499,2771
1458821,6576
3809927,2669
33418,5438
10158731,42
7848589,3430
25230,4205
885391,97
656,155
660,6184
5841557,2008
369303,4554
344729,2155
49818,4610
1901211,3450
1696413,6697
3154591,2877
3662497,4782
675,309
156325,3184
23716519,3821
680,2456
631465,4813
254634,3645
500395,4180
684,3320
3637933,65
74415,5138
754354,1903
369334,6738
697015,7228
696,2439
21160633,3559
1983163,6749
700,3313
702,2395
303807,6913
2302658,2621
17094,7005
1794759,3687
2032329,3414
58058,7329
6316751,1825
8918,2263
9855703,1661
728,2459
1663705,4288
287451,2582
16999133,1812
82654,4849
803551,2976
1147619,3024
8932,6124
262885,5375
1516262,1669
1999591,2022
744,2431
344810,4039
123627,2895
393965,7288
750,2335
3023603,6883
33524,3153
2188021,1973
49910,7144
1508087,7218
760,2451
66233081,168
18457339,1874
836349,4325
5784321,3334
18129667,3573
42599173,181
12124937,1758
262922,6946
336651,6585
780,6181
41745,5268
49938,6552
1639187,5194
82708,6066
172822,4820
4883223,3563
3457817,2550
394010,3819
4031261,4712
25375,2305
926497,5202
90915,7300
25382,2224
221991,3977
1852201,2038
33579,5792
25389,5873
303918,1741
762671,4796
9009,5956
49972,2826
18809653,2733
656183,2170
901945,4333
828,3319
2655037,4031
3244863,6200
1778498,2511
189255,6791
713545,6841
66378,6927
6447947,4021
25420,5983
2368333,2964
58190,4420
574287,6493
2507601,6243
2425683,3369
33620,2598
828245,2674
17238,5075
934743,4319
664411,3111
13435741,1748
164703,7138
6095713,6799
5047141,4440
951142,4313
336743,111
3646313,4705
533355,3863
1360749,6282
148335,7084
893809,5372
549746,6887
9075,3236
74613,7421
2204534,1762
951159,6307
888,2422
3900281,1732
891,151
705405,6227
1229695,4722
541569,6325
164738,2566
951171,1862
508805,2883
336774,3600
123783,2166
820105,6779
17290,7437
2532235,1790
3744653,4455
680846,4459
361361,4626
17298,2819
811923,3485
41876,3087
918,2391
7218071,3826
920,2445
1074073,6862
9114,5441
924,6183
222111,5810
1016738,2742
10060709,2745
66470,4829
37864361,35
4531115,3790
1164205,6708
230318,4583
123823,280
945,2399
107445,7294
23184311,6187
952,2455
8553401,1887
25530,6937
10511293,2534
394174,6568
66495,7205
943041,3518
13902787,3831
58311,5863
968,319
213962,7067
99275,3069
975821,7227
18588623,2723
3933137,2660
492499,2978
980,3291
3400663,2530
984,2412
1139677,4471
990,5964
33759,3240
9036769,3569
607202,2852
2237411,263
74727,3077
9196,3254
5858285,1658
107502,6574
1410031,2013
713713,7127
1852405,6745
9207,2362
287738,5112
1020,6175
1524733,2887
2032639,7037
1026,2386
672771,6839
312325,2804
246790,6824
91143,5781
9225,3293
1131531,1902
812045,2773
1123343,3099
427025,5627
4260883,4493
1044,3318
33813,3145
877591,4611
10773529,3441
1999898,1818
1053,150
33825,5576
9250,2290
25636,6115
795685,6909
18596903,3347
1064,2450
25641,5840
410669,3120
1852462,3440
304175,224
50225,3260
328757,2184
427063,3036
132153,5412
689210,1674
24364093,29
926782,1852
66625,2276
42050,2907
1328195,6426
1092,6180
1213511,2051
533577,6895
58443,5266
1100,3312
336973,2980
8995921,3833
17493,2258
1213526,4269
41485399,3336
4121689,6300
2827355,6696
1116,3317
9310,5504
517215,4038
16221281,2644
91234,5243
353379,4909
1125,297
1442926,3630
52929647,2470
74865,7143
1279091,265
1140,6165
205942,5164
164983,2220
1144,2458
124025,3227
33915,7426
140415,6931
4375681,4534
1262723,4332
9348,6005
107653,259
263302,4905
312455,7357
1160,2438
1066121,2032
2114698,3365
4121741,209
394383,6945
148625,2272
1787026,6208
705686,1911
1459354,3590
1418395,6321
2245789,6812
124062,7034
2991265,3686
443555,7231
18285733,183
967846,6259
591015,3818
173225,3183
5801131,3443
1017005,2553
2614447,5099
2827442,2500
5276851,2758
189625,2270
1057978,4070
17595,5919
66748,5972
9405,5941
730303,3025
8258753,239
2426053,6828
181447,279
746697,3861
918731,90
17612,6053
42189,2213
25806,7391
484561,5410
640211,2154
255189,5169
574678,3919
410839,2123
1240,2430
6268121,2941
189658,7108
10314971,4263
206045,2894
9438,5301
279775,3064
2245857,3798
1250,142
5768419,230
1721573,4721
3114223,2838
4277489,3018
1213682,2522
1148147,6778
7431413,3840
1344759,4029
206074,7280
1393915,4324
42237,3079
91390,6961
25857,3200
58630,6669
1288,2444
992525,2690
9486,5871
4039951,73
4416787,2027
1300,3311
1426713,4312
115995,6966
83230,6551
296225,3128
1910051,4511
50468,6026
34086,7365
9512,2404
1323,308
42284,2827
11560237,2506
17710,7407
58098991,24
9522,3006
902451,6490
1332,3316
83259,2915
25916,6083
1164605,6562
7800127,4438
369985,3976
247107,2565
17732,6092
1352,318
50505,6999
42315,7208
9548,6096
132430,6623
25935,7436
3056977,3672
3286355,3472
1492309,4328
2442583,7041
312666,3425
25947,301
1372,286
4392287,219
24880481,171
9570,7340
1380,6150
75110,6879
583015,1988
5408105,6199
1386,5963
2295147,6684
189805,7317
165230,6458
5211503,3882
1525107,2741
6129013,186
1140087,6402
99705,4828
165242,6874
17787,3225
8054141,2756
8201599,1657
558467,4612
345477,4582
4179335,6242
3089801,6435
10896779,3867
255374,6858
50575,3136
1729937,2880
50578,2188
3687827,6315
9620,6058
19645847,3384
9625,2330
591261,6567
28050847,1616
58786,7416
34170277,36
12264871,2645
140714,4387
19498411,4216
1452,3259
2622893,6301
2581934,3572
83375,2300
1303985,4352
402866,2016
353717,2113
435638,4082
6153655,3607
722361,4567
378301,2062
1470,5525
804287,3110
124355,7420
1476,3315
1598918,6214
1480,2421
6243787,4273
1485,2397
1336783,2937
910803,2851
16360919,1714
1496,2454
9690,7429
370139,5252
8717789,1941
304606,2035
239071,2209
206305,2165
34276,6002
288230,6313
280041,2055
42476,5973
42483,3126
17908,3250
280053,2909
58870,4203
1533433,5222
1530,5955
9724,6166
32515583,2492
1539,148
50692,6102
656903,99
370185,6823
132618,3929
861707,4552
34317,2337
730639,5365
542225,2985
116242,4607
255507,1935
3958297,6695
1132058,1786
3827227,2010
460317,6864
83486,2122
8332831,3868
230945,7411
796195,4792
1066533,6486
1575,3302
624169,1992
13018667,1772
1459759,199
91698,7070
1836595,4662
124468,2920
108086,2065
181815,7124
2344505,6802
17980,6072
4302397,2777
10282559,1702
4138561,4061
3147331,2670
2778693,3439
386630,3488
1181257,4360
222794,6628
476749,2098
837199,2153
67155,5183
443989,5346
1033815,1673
1624,2437
960089,2110
32777819,3329
198237,5039
337502,4363
1042015,6577
3573349,6882
1638,5960
1640,2411
34410,6797
2442862,1752
853615,1868
1650,5744
7243379,1727
149110,6786
4187771,3685
14329471,1757
42625,2296
18050,3072
2770563,45
9860,6118
1672,2449
1674,2365
4433549,2944
50830,7384
8480399,1878
17974933,2523
1140377,2682
157339,3177
5219997,3554
18081,3271
1700,3310
75429,3142
1083047,2790
3425965,1777
1710,5945
116402,5179
7653043,1888
1716,6178
34485,5283
714425,2572
2172603,2631
1885885,1901
9918,5894
91839,2181
1156805,2663
140998,7310
5621447,4921
1736,2429
3753673,3452
444106,7045
648907,5340
1740,6129
3860173,3019
34510,7324
288463,278
18130,5404
1750,2334
27698903,3768
15189721,6202
1755,2394
52307677,2490
1058529,1910
67298,7368
894691,2791
108262,6965
2189031,3589
1768,2453
8316649,1833
509675,5591
83694,6871
42735,7003
1083121,2104
214774,4366
18999031,1811
1451769,6258
5998331,1905
1566461,2094
1124097,6303
5891843,4711
3139339,6723
935693,2152
1812239,7222
386835,6327
42772,3151
10938133,1895
263958,6265
1984279,2965
10553113,4437
329498,7226
4425499,4454
18204,5975
12404509,3580
18207,3147
100130,7160
26404,5997
829226,1858
26411,127
34606,2197
6170417,1841
26418,6991
2017077,4223
460598,7096
8234809,3795
550715,7153
4040509,4660
862017,3918
272194,4579
59204,3084
1863,147
190281,6650
821066,6419
182091,7257
1869647,2085
26450,2995
1875,141
6047573,1768
1722202,1726
517979,2794
67425,5632
83810,4808
8890211,2727
3090277,84
3516263,220
7563113,2835
51051,7445
10092,2929
1451885,7038
19572593,2615
755573,4597
649078,4533
16107383,6350
10108,3092
190333,114
8226691,6246
1173381,3858
26505,5865
665482,4290
2688907,1919
1932,6149
92046,4369
157586,7290
9389971,228
305045,3037
18326,5512
1345431,6725
657305,6944
231322,6456
2951069,210
1950,5741
10143,3275
157604,2820
10150,5688
7358377,1781
36734893,17
83886,6465
1583023,5009
7858097,3845
18354,7374
17598389,2514
75702,6793
1058743,5319
1976,2448
5343161,71
100282,7293
149435,5277
133052,6021
2893757,2029
1877953,1864
542659,100
26565,7406
59334,7086
1804231,5145
2181067,4317
649165,5155
1998,2356
141267,2796
11233237,2843
239575,2696
927707,2143
26588,3154
34782,7197
1689569,2886
42978,7296
10212,6044
3614693,1963
26598,7207
2312167,6888
2024,2443
3377129,175
2028,3215
198645,6622
10230,7215
108537,5263
2320381,4706
165886,4697
